iter	Logloss
237	0.5690660698
238	0.5686659702
239	0.5682548257
240	0.5681890887
241	0.5677978604
242	0.5674146608
243	0.5670794554
244	0.5668707116
245	0.5664424896
246	0.5661889897
247	0.5661423705
248	0.5659971903
249	0.565702394
250	0.5652943988
251	0.5648632493
252	0.5647425097
253	0.5644013161
254	0.5639995309
255	0.5638834931
256	0.5634631667
257	0.5630432839
258	0.562708522
259	0.5623393391
260	0.5620896983
261	0.5619795156
262	0.5618066566
263	0.5615976467
264	0.5610473101
265	0.5606478314
266	0.5602704869
267	0.5600247494
268	0.5600015507
269	0.5596275773
270	0.5593492375
271	0.5590067575
272	0.5588211681
273	0.558586786
274	0.5585001568
275	0.5581415753
276	0.5579047979
277	0.5575789518
278	0.5571717107
279	0.556819073
280	0.5564485594
281	0.5561405892
282	0.5558419338
283	0.5554428988
284	0.5552715923
285	0.5550098419
286	0.5547323892
287	0.5545535864
288	0.5541829841
289	0.5538389516
290	0.5535648257
291	0.5531732426
292	0.5529142424
293	0.5525661291
294	0.5523804953
295	0.5519997353
296	0.5519255705
297	0.5517882857
298	0.5515856188
299	0.5513418331
300	0.5510213985
301	0.5508745327
302	0.5505396821
303	0.5504284349
304	0.5501223719
305	0.5498057521
306	0.5494260123
307	0.5490995008
308	0.5487794211
309	0.5486728757
310	0.5483726235
311	0.5480783152
312	0.5479779354
313	0.5476111922
314	0.5472935078
315	0.5472533204
316	0.5467343885
317	0.5465082124
318	0.546112371
319	0.5457557856
320	0.5456273279
321	0.5455236213
322	0.5452087757
323	0.544921875
324	0.5448816433
325	0.5448418107
326	0.5445523816
327	0.5444407796
328	0.544132144
329	0.5439725033
330	0.5439065002
331	0.5438584616
332	0.5435333252
333	0.5433178392
334	0.5432193667
335	0.5429683064
336	0.5427164033
337	0.5426661026
338	0.5426442789
339	0.5425428346
340	0.542232957
341	0.5421050316
342	0.5417631726
343	0.541482748
344	0.5411899478
345	0.5408945305
346	0.5406468414
347	0.5402939819
348	0.5401325226
349	0.5399678252
350	0.539730693
351	0.5394879718
352	0.539187143
353	0.5389986704
354	0.5386936276
355	0.5383976781
356	0.5382064997
357	0.5379117921
358	0.5376672967
359	0.5374612586
360	0.5373553786
361	0.5371303115
362	0.536661015
363	0.5365484371
364	0.5364544891
365	0.5363501615
366	0.5362496043
367	0.5360073267
368	0.5357493467
369	0.5356387648
370	0.5355806129
371	0.535241992
372	0.5351609518
373	0.5350583099
374	0.5347281611
375	0.5346160711
376	0.5345286879
377	0.5342196088
378	0.5339136345
379	0.533618306
380	0.5334047717
381	0.5329469636
382	0.5326849915
383	0.5325633204
384	0.5324574848
385	0.532154305
386	0.5320486024
387	0.5318142203
388	0.5317272364
389	0.5315596115
390	0.5312954215
391	0.5312728882
392	0.5310887181
393	0.530986431
394	0.5307671747
395	0.5306092196
396	0.5305007225
397	0.5301940386
398	0.5298712531
399	0.529748961
400	0.5293014438
401	0.5290231039
402	0.5288101906
403	0.5285333145
404	0.5284104015
405	0.5281935404
406	0.528170386
407	0.5280254275
408	0.5277906906
409	0.5277078762
410	0.5273808324
411	0.527301256
412	0.526953542
413	0.526607957
414	0.526354324
415	0.5260768269
416	0.5260541162
417	0.5258411141
418	0.5255085258
419	0.5252616794
420	0.5251377904
421	0.5248458774
422	0.524532185
423	0.5243518297
424	0.5242561518
425	0.5241219277
426	0.5240081965
427	0.5238385755
428	0.523744317
429	0.5237013795
430	0.5234351934
431	0.5231745077
432	0.5229109387
433	0.5227572862
434	0.5223284877
435	0.5221997195
436	0.521932114
437	0.5217072243
438	0.521605913
439	0.521538934
440	0.5212312743
441	0.520936478
442	0.5206032686
443	0.5205591778
444	0.520438039
445	0.5203468855
446	0.5200840706
447	0.5199698071
448	0.5196824185
449	0.5193839849
450	0.5191543047
451	0.5190839546
452	0.5189874339
453	0.5187899124
454	0.5184944951
455	0.5184114146
456	0.5183048692
457	0.5180255091
458	0.5177855381
459	0.5175180657
460	0.5173856602
461	0.5171707952
462	0.51698698
463	0.5166689407
464	0.5165771662
465	0.5163691765
466	0.516343272
467	0.5161025025
468	0.5158222553
469	0.5155102042
470	0.5151970442
471	0.5149403949
472	0.5147642091
473	0.514528585
474	0.5143256077
475	0.5141719108
476	0.5138648721
477	0.5137715451
478	0.5135516677
479	0.5134352307
480	0.5133559648
481	0.5130672455
482	0.5127564364
483	0.5125966183
484	0.5125057753
485	0.5123963023
486	0.5121059861
487	0.5120419347
488	0.5117341862
489	0.5116596665
490	0.5113726771
491	0.5112720312
492	0.5111518239
493	0.5111285365
494	0.5109449431
495	0.5107842379
496	0.5105983379
497	0.5104512059
498	0.5102646406
499	0.5100146449
500	0.509786872
501	0.509532751
502	0.5094625784
503	0.5093438792
504	0.5092206112
505	0.5091240018
506	0.5088759578
507	0.5087368987
508	0.5084791849
509	0.5083853699
510	0.5081346645
511	0.5079368769
512	0.5078407997
513	0.507619636
514	0.5074257518
515	0.5073504781
516	0.5070909899
517	0.5070213495
518	0.5067575588
519	0.5066198305
520	0.5065037927
521	0.5062452361
522	0.5059668962
523	0.5057493698
524	0.505401079
525	0.5052141589
526	0.5051359132
527	0.5050404127
528	0.5048341529
529	0.5047278737
530	0.5044914955
531	0.5043711551
532	0.5041834365
533	0.5040377683
534	0.5037901235
535	0.5036558107
536	0.5034356672
537	0.5033323598
538	0.5030620486
539	0.502811077
540	0.5025486613
541	0.502459016
542	0.5022894394
543	0.5019521491
544	0.5016961209
545	0.5016871608
546	0.5015512067
547	0.501447234
548	0.5012057548
549	0.5010214517
550	0.5008106675
551	0.5006565715
552	0.5004396217
553	0.5003879902
554	0.5002196999
555	0.5000200937
556	0.4998371213
557	0.49976961
558	0.4997104379
559	0.4994824432
560	0.4992118214
561	0.4990094207
562	0.4989249651
563	0.4987378231
564	0.4984740324
565	0.4982633369
566	0.4981877083
567	0.4980895907
568	0.4979716013
569	0.4979598023
570	0.4978900732
571	0.4977371748
572	0.4974754688
573	0.4972848227
574	0.49713015
575	0.49699668
576	0.4969460687
577	0.4967196709
578	0.4964584528
579	0.4962662542
580	0.4960246419
581	0.4957836062
582	0.4956682782
583	0.4954522155
584	0.4952717271
585	0.4950687497
586	0.4949184684
587	0.4947139829
588	0.4944573779
589	0.4941343263
590	0.4939707379
591	0.4938697815
592	0.4936131766
593	0.4934115299
594	0.4932136536
595	0.4929653434
596	0.4927919964
597	0.4925817445
598	0.4924636663
599	0.4922362039
600	0.4920434286
601	0.4918984701
602	0.4918128612
603	0.4915746201
604	0.4912164378
605	0.4910343081
606	0.4908811436
607	0.49077482
608	0.4905484665
609	0.4904224928
610	0.4903311619
611	0.4901586133
612	0.4899256507
613	0.4898284646
614	0.489630056
615	0.4894814602
616	0.4892326178
617	0.4890039133
618	0.4889112073
619	0.4887961011
620	0.488626347
621	0.4884278053
622	0.4882127629
623	0.4880523682
624	0.4879881837
625	0.4877617415
626	0.4876628698
627	0.4875177339
628	0.4873068166
629	0.4872371319
630	0.4870697288
631	0.4869175401
632	0.4866702058
633	0.486575548
634	0.4864910037
635	0.4864063707
636	0.486232935
637	0.4861821907
638	0.4860435752
639	0.485851554
640	0.4857827564
641	0.4856414795
642	0.4854286105
643	0.4850558791
644	0.4849654797
645	0.4848978797
646	0.4845301606
647	0.4844588346
648	0.4843819197
649	0.4842295979
650	0.4839718397
651	0.4837342639
652	0.4836424007
653	0.4835771073
654	0.4835021884
655	0.4834769493
656	0.4833389992
657	0.4832471803
658	0.4832298811
659	0.4832104528
660	0.4831178355
661	0.4830334686
662	0.4828136355
663	0.4825904314
664	0.4824943986
665	0.4822896913
666	0.482058015
667	0.48188764
668	0.4816823117
669	0.4815710201
670	0.4814967222
671	0.481305943
672	0.4812170517
673	0.4810566126
674	0.4810079974
675	0.4809396877
676	0.4808815357
677	0.4807966809
678	0.4807020675
679	0.4805696177
680	0.4803622933
681	0.4801874383
682	0.4800021149
683	0.4799277727
684	0.4798333811
685	0.4796017492
686	0.4793719802
687	0.4792942225
688	0.4791564054
689	0.4789112002
690	0.4787726291
691	0.4787299578
692	0.4786562365
693	0.478531283
694	0.4783073248
695	0.4782124009
696	0.4781365505
697	0.4779934994
698	0.4779252784
699	0.4777726018
700	0.4777164903
701	0.4776205906
702	0.4773963662
703	0.4773659373
704	0.477230072
705	0.4771269865
706	0.4770038072
707	0.4769193073
708	0.4768464288
709	0.4767602876
710	0.4766898931
711	0.4765360189
712	0.4761818731
713	0.476041439
714	0.4758651645
715	0.4756687963
716	0.4754989092
717	0.4752581397
718	0.4751665426
719	0.4750184791
720	0.4748159896
721	0.4747621403
722	0.4746877981
723	0.4745972212
724	0.4744186401
725	0.4742254213
726	0.474120384
727	0.4739770224
728	0.4738208859
729	0.4736794316
730	0.4736294857
731	0.4735244041
732	0.4734403477
733	0.4732033486
734	0.4728582072
735	0.472688808
736	0.4726016022
737	0.472505259
738	0.4723763577
739	0.4721546617
740	0.4720039368
741	0.4719174407
742	0.4718331625
743	0.4717672481
744	0.471653783
745	0.4715418705
746	0.4713595191
747	0.4711569409
748	0.4710096315
749	0.4707182064
750	0.4705846032
751	0.4702471356
752	0.4700822608
753	0.4699355724
754	0.4697543299
755	0.4695953103
756	0.469531525
757	0.4693689568
758	0.4693338261
759	0.4691244613
760	0.4689400695
761	0.4688530855
762	0.4687054656
763	0.4686375995
764	0.4684591959
765	0.4683966082
766	0.4683671996
767	0.4682294269
768	0.4681695894
769	0.468071871
770	0.4678193913
771	0.4676427619
772	0.4674584588
773	0.4673671279
774	0.4672079752
775	0.4670252246
776	0.4669705768
777	0.4667954112
778	0.4667127742
779	0.4665358787
780	0.466439979
781	0.4663627979
782	0.4662885444
783	0.4662063066
784	0.4661280166
785	0.4660011114
786	0.4659072965
787	0.4657917466
788	0.4654790745
789	0.465297699
790	0.4650989799
791	0.4650419368
792	0.4648453912
793	0.464645297
794	0.4644919107
795	0.4643210478
796	0.4641632258
797	0.4640624468
798	0.463882535
799	0.4637139343
800	0.4635016419
801	0.4634179404
802	0.463377886
803	0.4632918336
804	0.4632183341
805	0.4631339228
806	0.4630418822
807	0.462827372
808	0.4626003532
809	0.4624359663
810	0.4623177107
811	0.4621625057
812	0.4620443832
813	0.4619651617
814	0.4618306271
815	0.4617581922
816	0.461697157
817	0.4614822476
818	0.4613775209
819	0.4613155099
820	0.4611896692
821	0.4610641391
822	0.4609952084
823	0.460796578
824	0.4606982386
825	0.46062261
826	0.4604278387
827	0.4603598839
828	0.4601896863
829	0.4601319779
830	0.4600485868
831	0.459904959
832	0.4597764126
833	0.4596567376
834	0.4595556925
835	0.4594471954
836	0.4592952285
837	0.4591684563
838	0.4591468101
839	0.4589808708
840	0.4589212994
841	0.4587089627
842	0.458588578
843	0.4582849547
844	0.4581357379
845	0.4579877632
846	0.4577105323
847	0.4575726709
848	0.45742443
849	0.4573676974
850	0.4571999838
851	0.4570322259
852	0.456933576
853	0.4568323535
854	0.4566666359
855	0.4565955317
856	0.456297941
857	0.4562316717
858	0.4560704786
859	0.4559947613
860	0.4559493841
861	0.4557697828
862	0.4555787375
863	0.4554645627
864	0.4553312257
865	0.4551603628
866	0.4551388053
867	0.4549791647
868	0.4548951526
869	0.4547702878
870	0.454589134
871	0.4545052994
872	0.4542472751
873	0.4539386838
874	0.4538811528
875	0.4537213791
876	0.4536555091
877	0.4535133007
878	0.4533232755
879	0.4531792485
880	0.4530362861
881	0.4529111995
882	0.4528140135
883	0.452579587
884	0.4525097692
885	0.452381001
886	0.4522186545
887	0.4521516312
888	0.452026101
889	0.4517256715
890	0.4516687615
891	0.4515931773
892	0.4514760306
893	0.4513461091
894	0.4511591889
895	0.4508795184
896	0.4507288378
897	0.4506325833
898	0.4504701038
899	0.4503207539
900	0.4501890138
901	0.4500169532
902	0.4499382196
903	0.449805415
904	0.4497471743
905	0.44963331
906	0.4495309342
907	0.4493386468
908	0.4492067293
909	0.4490466451
910	0.4487807252
911	0.4486130116
912	0.4484558993
913	0.4484034694
914	0.4482141539
915	0.4479391409
916	0.4478204417
917	0.4475825997
918	0.4474813772
919	0.4474149305
920	0.4472468177
921	0.4471356592
922	0.4470117258
923	0.4468416613
924	0.4466767422
925	0.4465168354
926	0.4464426262
927	0.4462765095
928	0.4461739119
929	0.4460708263
930	0.4459355376
931	0.4457961681
932	0.4456165225
933	0.4454480105
934	0.4452741312
935	0.4452153139
936	0.4450369103
937	0.4449416316
938	0.4448107786
939	0.444549117
940	0.4444231433
941	0.4443222756
942	0.4441849465
943	0.4440658481
944	0.4439664441
945	0.443881057
946	0.4438091544
947	0.4436829146
948	0.4436235206
949	0.4435219876
950	0.44345767
951	0.4433181674
952	0.4432012868
953	0.4430733171
954	0.4429069342
955	0.4428354751
956	0.4426757014
957	0.4425178794
958	0.4423329553
959	0.4421775729
960	0.4420458771
961	0.4418995879
962	0.441678025
963	0.4415528941
964	0.4414545991
965	0.4413561267
966	0.4411873485
967	0.4410384422
968	0.4409815766
969	0.4408520543
970	0.4407447992
971	0.4406221966
972	0.4404861982
973	0.4404113237
974	0.4402924915
975	0.4402032897
976	0.4400685333
977	0.4400107362
978	0.4398114404
979	0.4397066249
980	0.4396050475
981	0.4394865701
982	0.4392673581
983	0.4390163865
984	0.4388789687
985	0.4386816247
986	0.4385587116
987	0.4384605053
988	0.4384181
989	0.4383046793
990	0.4382028358
991	0.4380895925
992	0.4379071524
993	0.4377915138
994	0.4376444262
995	0.4375000887
996	0.4374118184
997	0.4372787476
998	0.4372099056
999	0.4370838431
